Genre	ZCR Mean	ZCR STD	Spectral Centroid Mean	Spectral Centroid STD	MFCC 1 MEAN	MFCC 1 STD	MFCC 2 MEAN	MFCC 2 STD	MFCC 3 MEAN	MFCC 3 STD	MFCC 4 MEAN	MFCC 4 STD	MFCC 5 MEAN	MFCC 5 STD	MFCC 6 MEAN	MFCC 6 STD	MFCC 7 MEAN	MFCC 7 STD	MFCC 8 MEAN	MFCC 8 STD	MFCC 9 MEAN	MFCC 9 STD	MFCC 10 MEAN	MFCC 10 STD	MFCC 11 MEAN	MFCC 11 STD	MFCC 12 MEAN	MFCC 12 STD	MFCC 13 MEAN	MFCC 13 STD	MFCC 14 MEAN	MFCC 14 STD	MFCC 15 MEAN	MFCC 15 STD	MFCC 16 MEAN	MFCC 16 STD	MFCC 17 MEAN	MFCC 17 STD	MFCC 18 MEAN	MFCC 18 STD	MFCC 19 MEAN	MFCC 19 STD	MFCC 20 MEAN	MFCC 20 STD	MFCC 21 MEAN	MFCC 21 STD	MFCC 22 MEAN	MFCC 22 STD	MFCC 23 MEAN	MFCC 23 STD	MFCC 24 MEAN	MFCC 24 STD	MFCC 25 MEAN	MFCC 25 STD	MFCC 26 MEAN	MFCC 26 STD	MFCC 27 MEAN	MFCC 27 STD	MFCC 28 MEAN	MFCC 28 STD	MFCC 29 MEAN	MFCC 29 STD	MFCC 30 MEAN	MFCC 30 STD	MFCC 31 MEAN	MFCC 31 STD	MFCC 32 MEAN	MFCC 32 STD	MFCC 33 MEAN	MFCC 33 STD	MFCC 34 MEAN	MFCC 34 STD	MFCC 35 MEAN	MFCC 35 STD	MFCC 36 MEAN	MFCC 36 STD	MFCC 37 MEAN	MFCC 37 STD	MFCC 38 MEAN	MFCC 38 STD	MFCC 39 MEAN	MFCC 39 STD	MFCC 40 MEAN	MFCC 40 STD
classical	0.09672226140528549	0.026245117704017384	1681.2723869009876	306.99843259344885	-140.06989	30.921223	81.726166	13.179167	-23.411482	7.644144	16.063122	8.38339	1.3163537	7.3421626	-3.3528376	8.379708	-0.015456306	6.9655137	2.8602605	6.7218084	-6.4399867	6.9264517	2.6665206	5.584735	2.0571694	5.882593	2.2611227	5.8410263	-2.1062489	5.705297	1.9215568	5.2477593	-0.57040423	4.458322	-2.331997	4.6215744	-1.9282366	4.0491815	2.889083	4.3382554	-0.91071105	4.2049026	0.67783856	3.6080081	-2.013419	4.1327114	-0.43659115	3.3788543	0.3366767	3.1727211	1.3553281	2.9269652	-0.4737997	2.9510043	1.3936129	2.8813868	-1.4642942	2.4043305	-0.28329992	2.4731772	0.22439064	2.4594069	0.05811232	2.446086	-0.8121935	2.4035773	-0.09167551	1.9970655	-0.31055295	2.1156554	0.5982737	1.925864	0.32370642	1.7759829	-0.8599396	1.7149868	-0.24832907	1.6152493	0.378137	1.9129549	-0.14075668	1.6718354	0.58948797	1.7378912
classical	0.09522957149071926	0.04080137340963697	1751.5809593775805	623.0132389057051	-295.13275	53.892822	77.788925	23.171549	-15.006659	13.811689	2.6833847	11.729903	-4.0765867	10.305828	0.7309123	7.8963194	0.3134411	8.239093	4.1889353	8.078684	-4.517285	11.111577	-4.968292	9.165803	-3.2521977	7.0370483	0.5439826	7.2392507	-0.31144187	8.421478	-3.2069266	7.0086775	-1.1142749	6.460325	0.39008597	5.9613285	-0.515308	4.5873265	-1.2212145	5.073816	-0.4001156	7.1191673	-0.94329935	5.645196	-1.348853	6.362555	-0.4357846	4.707234	0.060871758	4.165517	-0.7143441	3.583514	-0.61833864	3.5984757	-0.28047976	3.2375314	0.27599356	3.2235906	-0.75785595	4.507372	-1.2964607	3.0801525	-0.40757367	3.7751842	0.47956517	2.8136804	-0.117233925	3.2585118	-0.41302928	2.9902694	-0.2996137	2.623877	-0.034530327	2.18578	-0.0020259672	2.34649	-0.6082055	1.8620665	-0.20279004	2.0792022	0.4166832	1.9833982	-0.39808607	2.4812562
classical	0.08184394334880124	0.02628809339687303	1137.8827996451196	183.43332828863495	-274.55246	28.642174	104.348366	13.411763	-17.46296	13.735695	2.2037888	10.542289	-0.3818385	7.0948625	3.1534977	7.6402464	4.2422357	7.138333	-5.399035	6.917537	-2.684629	7.3062983	4.841757	9.820114	2.3578176	9.337623	-1.3271728	8.182291	-0.0032475612	10.111799	-1.5772884	8.475316	-2.1385722	7.299246	-1.9253839	6.5524607	-0.577418	6.110785	1.716204	7.2640324	2.4878254	5.7018127	-0.3095219	6.481509	-0.37177992	5.620758	1.0403025	5.1312027	0.7053623	5.144861	-0.26888162	3.0539596	-1.2944839	5.045049	0.8948087	3.1523895	1.0534208	3.6385362	-0.5615074	3.899137	-0.8190495	2.9247658	0.26028058	2.8339572	0.4326118	2.7334282	0.3894887	2.8276646	0.0966438	2.5218225	0.012492499	2.940405	0.358197	2.6746774	-0.53845364	2.6816626	-0.13841976	1.9944644	-0.35698986	2.030884	-0.09786858	2.017461	1.2652826	3.0992398
classical	0.093266250362529	0.030159579467396214	1551.3608602773115	350.94565031904403	-206.40332	43.544456	84.80653	16.245691	-23.3643	10.932005	14.597816	7.084813	-3.2101946	6.799191	1.144885	6.824179	-4.08733	6.278885	-2.1065702	6.3975506	-2.98708	6.515149	-0.22988832	6.477266	-0.7869121	6.4622746	-1.1666362	6.52802	-0.56707186	5.7741694	-1.6999328	5.167451	0.45521784	4.9578032	-0.29254478	4.910016	0.017774649	4.4823766	-0.52632445	5.0793014	-1.8387004	5.1468153	-0.39058706	5.8487	0.49034932	5.071764	-0.64214444	4.607105	-0.8595228	3.8360095	-0.3500194	3.4020882	-0.5931341	3.2093978	-0.11545944	3.0393422	-0.6064224	3.1027799	0.7048218	3.2441177	-0.503004	3.2046072	-1.0281336	2.931538	0.22531565	3.0576594	0.26578304	2.3491166	-0.37293354	2.4156115	-0.027749388	2.131197	0.15068865	2.1397302	0.14129986	2.0256124	0.08491128	1.9244359	-0.7538213	2.2066839	0.3090717	1.9116406	0.19418302	2.4932184
classical	0.1040197668938515	0.03171316046910168	1803.800200335076	418.41241638457075	-192.4186	35.320892	74.58033	17.294945	-20.025896	11.799701	10.588023	6.565927	-3.139122	6.4451413	-0.004321034	6.454541	-4.708804	6.0004687	-1.160695	5.7708974	-2.3868816	5.770926	-0.5005322	5.9741855	-2.2071836	6.087881	-1.1092801	5.3809314	-1.3005027	5.292634	-1.2270088	5.274979	0.3056987	5.514244	0.2115742	4.494248	-0.55238456	4.6188717	-0.78793687	4.8164706	-1.1217222	4.8101015	0.47604594	4.4964	0.55582345	4.5398464	-0.58746254	3.8533535	-1.1171317	3.6167753	-0.4767761	3.3284714	0.074939586	3.189141	0.35621005	2.9156313	-0.5583441	2.9946842	0.0860281	2.931525	0.32774204	2.9832628	-0.43420985	2.8796344	-0.33608583	2.7372649	0.47154883	2.3839114	0.19628043	2.1499817	-0.37928468	2.14765	-0.08964205	1.9449962	0.111104734	1.983827	0.045309275	1.9411399	-0.13975592	1.8605655	0.07267017	1.8308154	0.16703811	2.0933506
classical	0.0761046560808198	0.02781081102585748	1322.7344268727697	458.78609154003266	-246.33382	50.681747	95.969955	19.371609	-17.985674	15.14437	10.057281	9.133505	2.4165041	9.005818	3.887428	7.4855666	-0.52958924	6.8572903	-2.2534719	7.062823	-1.4040194	6.5827465	-0.01484882	6.1249394	-0.1656706	6.8122673	-0.4281914	7.205372	1.1479458	6.1887984	1.0773643	7.4653654	0.5512931	8.254052	-0.95402545	5.435206	-1.349884	6.851758	-0.7700522	5.9395337	-0.78944397	5.595319	-0.4317535	5.261155	-0.46905613	4.9924417	-1.8785014	4.857613	-1.3298967	4.2107472	-0.5554557	3.381014	0.16195069	3.5999217	-0.19955845	2.913621	-1.2171279	3.2044652	0.01466975	2.9442317	0.51493275	3.2421303	-0.89835894	2.934603	-0.6216236	2.7998366	0.46377075	2.7563019	-0.061220728	2.4692123	-0.67435527	2.3636675	0.31983078	2.235444	0.6093081	2.3250167	-0.4293478	2.149838	-0.3200064	1.9880224	0.21532457	1.7561935	-0.076970086	2.1247559
classical	0.07402917754253674	0.035140115806146115	1474.7414794976396	667.8079864595044	-270.9794	79.29574	87.491905	20.707396	-11.320076	15.549176	9.098929	8.610402	3.2637043	8.310544	2.532118	6.637083	-0.93022466	6.4468255	1.3311461	6.3849893	0.13940887	6.227088	0.9710231	5.0631595	-0.5758491	5.626071	-1.9695795	6.4372964	-0.011102639	6.4375567	-0.9051603	4.91581	-0.4759005	4.817629	-0.7413992	4.9293313	-0.5466208	4.430837	0.71880376	4.153197	-1.1225495	4.0251956	-1.1800485	4.24912	0.04687179	4.1342807	-0.14629953	3.8322067	-0.20529385	3.3272429	-0.6552442	3.1788366	-0.017019728	2.767777	0.00023883014	2.6324263	0.03650025	2.8676293	-0.43529835	2.5886834	-0.36596733	2.656381	0.41182417	2.4111862	-0.28519228	2.3264291	-0.05590485	2.1670694	-0.17237262	2.3064737	-0.5163666	1.9182129	0.21262558	2.1253128	0.25750807	2.0750506	-0.11618497	1.7266397	0.0042285374	1.9473717	0.02694049	1.8402382	-0.42558402	2.1412714
classical	0.03604482369006187	0.006639788225395849	690.5300405312647	89.42441028986788	-357.78232	26.573868	117.299835	12.052809	28.521395	14.488744	1.9995904	7.6506834	1.4266777	6.242955	-1.9916462	6.0110292	-5.070598	6.551518	-5.4788184	6.8294387	-5.1018066	6.051436	-4.124228	5.290213	-2.6498582	5.6017175	0.11631276	5.422114	1.0864657	5.627275	-0.8679904	5.3880243	-1.1409569	5.9088416	0.06466172	5.9923096	-0.3211336	4.9902673	-0.99597657	4.450544	-0.88162255	4.5158644	0.109879285	3.8367848	0.801465	3.468361	-0.3282052	3.6624987	-1.6638238	3.493017	-0.78676814	3.7865505	0.23154151	2.5876715	0.20664285	2.7483392	0.0013299221	2.4389966	-0.42191994	2.6233478	-0.57163244	2.3394105	-0.16792627	2.3181264	-0.032935366	2.3876524	-0.23832288	2.411629	-0.40924022	2.2792113	-0.18388897	2.090089	0.17500491	2.052853	0.33387485	1.7039781	0.22334994	2.0632565	-0.11890694	1.7909483	-0.3354219	1.6719571	-0.30315748	2.4635124
classical	0.0422878752175174	0.012414892702986888	1118.450246121639	308.0196117316033	-370.88098	45.984154	98.72457	18.269382	23.104708	22.206192	2.561008	10.369146	-1.9300157	7.7450833	-2.588921	7.9809947	-3.868386	7.291247	-4.5823994	6.5309205	-4.5410547	7.1337404	-2.5026734	6.7721233	0.382349	6.355948	0.7478924	7.093787	-1.1333259	6.5094857	-1.5962454	5.500555	-1.4586107	4.900342	0.037612736	4.242767	2.2321026	5.0572586	1.3273883	4.4040627	-1.4268746	3.9311526	-2.3755605	3.8271976	-1.0620021	4.070442	0.42345166	3.5491967	1.5448917	3.3786266	0.705851	3.097834	-0.97688776	2.935361	-0.89540225	2.7120595	0.3257731	2.5407224	0.35509187	2.7456086	-0.7936989	2.2640915	-1.0062358	2.7059374	0.48948434	2.2127492	0.7366621	2.2824056	-0.50899804	2.212539	-0.7396628	2.314963	0.0039494657	2.0455449	0.15518387	1.9433212	-0.14216265	1.8153213	0.04680757	1.785467	0.40408522	1.9301273	-0.36871526	2.1840017
classical	0.04750791521655066	0.014660124092825157	829.0091477951953	121.89378082909896	-333.02353	44.60086	117.289154	13.134547	13.051407	21.02888	-3.6812472	9.715045	-3.6192558	8.947543	-1.9914004	7.7939296	-4.7384577	8.0901985	-6.5057454	8.951658	-5.15771	7.778509	-4.745688	7.913601	-3.5397255	7.543823	-0.7033616	8.950241	0.045699354	8.369682	-2.406758	5.8149686	-5.527022	5.525714	-4.744036	5.5444636	-2.2564185	5.0684476	-1.082812	4.381904	-1.4003401	4.872286	-2.2848005	5.391593	-0.9596695	4.6123734	0.05313141	3.9230804	-0.35863984	3.747248	-0.49150407	3.2493196	-0.44954267	3.0546558	-0.0825717	2.9975927	0.22809158	2.8893318	-0.36555526	2.5698874	-0.3975307	2.763279	0.544038	2.5930185	0.34311256	2.3996222	-0.38401374	2.3031006	0.030880934	2.2072995	0.39052546	2.1033883	-0.26597306	2.038846	-0.10387377	2.0554588	0.25474802	1.8290113	0.059596676	1.8266273	-0.098535195	1.7365696	-0.25993103	2.0206296
classical	0.04502194811001547	0.009678976517298652	795.5192461669669	186.74161481433305	-332.202	40.42334	118.254074	12.862336	11.694597	19.635769	-0.44799918	8.9188	-0.6540236	7.261882	-4.3726773	7.940585	-6.457221	7.4335823	-7.8697395	8.499678	-7.065259	6.6168284	-4.3035192	6.0966806	-2.8591497	7.3938127	0.24107829	7.686077	1.8125387	7.8750706	-0.33492547	6.702575	-0.36698124	7.038771	0.97108626	6.4164057	-0.2206479	5.8140635	-1.8018024	5.4939685	-1.7332312	4.819732	-1.30851	4.549111	-1.1173261	4.389127	-0.9065517	4.7887983	-1.2865424	3.7778485	-0.5166905	3.7502372	0.06411521	3.1724732	-0.25251538	3.4399192	-0.691061	3.0496573	-0.6731424	3.3098333	-0.17232676	2.7167373	-0.105422646	2.9384773	-0.022130579	2.5405304	0.077621564	2.505537	0.11781206	2.6916268	-0.26023978	2.6045008	-0.3855577	2.2507026	0.35989302	2.0924628	0.43781358	2.2415037	0.075114086	1.8251901	0.00022666324	1.9373744	0.026666936	2.4495711
classical	0.04635726326856149	0.01651985513054084	1117.67544135447	675.5317742172484	-337.8899	71.265526	101.379	27.314665	15.067935	24.453497	5.377354	10.396622	-2.4728003	9.042425	-1.8769454	7.503428	-4.6565022	7.5251083	-5.4461393	7.760315	-3.5831943	6.4922795	-2.2171948	6.0686474	-1.1499988	6.2921124	0.16992442	5.6306643	-0.31495157	5.5944405	-1.3326253	6.0431004	-2.3683133	5.2634964	-1.2353302	4.628648	-0.8687578	3.976543	-1.5902059	4.4889083	-0.76815015	4.5345273	0.2571491	4.5861993	0.40812254	3.7167864	-1.1126521	3.8932836	-1.6062413	3.3767698	-0.030552078	2.8737001	0.6224793	2.5376475	0.081365615	2.4585547	-0.43496925	2.659091	0.15048242	2.576758	0.29845715	2.8004303	-0.8063609	2.3578427	0.0038177893	2.7715337	0.5561325	2.159528	-0.015303881	1.967349	-0.036914293	1.7225742	0.027500516	1.9826156	0.16911763	1.9719832	-0.110124275	1.7186185	-0.4253009	1.8628219	0.13136184	1.9005066	0.21362463	2.0439065
classical	0.09517254869972931	0.018466141072255193	1559.9200748058706	234.33582070044156	-218.7777	36.50064	88.61253	13.81616	-27.940563	8.981712	6.5128984	7.583179	-5.8447375	6.615031	-0.009622195	6.546594	-2.2868812	5.861134	-4.636493	7.257581	-5.332893	7.755672	-0.35921878	5.5600667	-2.810293	6.4508057	-1.221398	6.1222496	-1.0965915	5.769807	-1.5830448	6.5084634	1.2308809	5.774188	2.5107362	5.617902	0.5200909	4.8898535	-1.3379602	4.977296	-1.932698	4.8358	-0.37176642	4.769798	1.0854084	4.0361166	0.009830932	4.215356	-1.9976478	3.7416537	-1.3040117	4.0074787	-0.108773544	3.368654	-0.16121256	3.2822409	-0.10765556	2.855254	-0.11477746	3.4039633	-1.4566985	3.1572082	-0.584312	3.144318	0.5265633	3.2395766	0.04799674	2.8999057	-0.5963093	2.5207043	-0.8688793	2.4080024	0.6336002	2.1227896	0.46438012	2.1040514	-0.9778909	2.0277941	-0.38027656	2.0624144	0.23594923	1.9706479	-0.2296228	2.3357139
classical	0.07925337151972157	0.020997560396627615	1349.5622465655813	203.697307046229	-260.41327	27.19382	95.6395	12.137741	-26.404068	12.006774	6.954773	7.759354	-5.7365704	6.3405304	-0.45828104	7.0455227	-1.7325408	6.506621	-3.4088933	6.513845	-3.5126183	6.141517	-1.2166572	6.571295	-3.2888978	5.8905025	0.08999621	5.143791	-0.740163	5.428459	-0.91016984	5.2382593	2.2916658	5.36307	3.1206634	6.112256	1.6081243	6.1235647	0.43585154	5.5478735	0.38537914	5.3675494	1.5610075	4.560099	1.0931425	4.750428	0.4615395	4.1610775	-1.422316	3.9242623	-0.5558582	3.9160297	-0.60871094	3.4790184	0.29510957	3.4238176	0.4503255	3.0608695	-0.044024203	2.862802	-0.33356482	3.2793086	-0.34828824	2.8562558	0.27638063	2.9867074	-0.10414172	3.0862956	-0.54483426	2.6991622	-0.94878334	2.6343613	0.2459334	2.1903555	0.67165494	2.447248	-0.8426122	2.0713913	-0.007835217	2.023648	0.2693719	1.9668492	-0.2708795	2.0449739
classical	0.07083778941898686	0.023770933952422274	1355.7633127675824	298.01312939976896	-272.78876	58.70295	90.955215	16.160032	-16.482904	13.7830105	11.317369	8.452174	-2.8520498	7.6157327	-2.5700288	6.89708	-1.4787943	6.70045	-2.3105793	6.5428104	-2.2529962	6.841488	0.10495682	6.8401074	-2.5800529	6.2580023	-1.5247575	6.7617373	0.05886928	5.893805	-0.38638404	5.546684	0.75376934	5.2568626	1.1118944	5.147674	0.09463905	5.384355	-0.28285134	4.9320893	-1.1358496	4.043234	-1.2102007	5.408832	-0.59391135	4.9222484	-0.08461851	4.2457657	-0.6940196	4.221439	-0.32817286	3.3683188	-0.70727783	3.5765936	-0.5545779	3.2657716	-0.0675657	2.8360062	0.09363366	3.2002146	-0.9137907	2.9410973	0.007872674	2.8531628	0.4798583	2.806238	0.21755084	2.7520547	-0.49338853	2.2611308	-0.3065971	2.514871	0.5958328	2.234069	0.32757854	2.235374	-0.0799291	2.067394	0.108151205	2.1949348	0.1694242	1.8962005	-0.50298774	2.4866638
classical	0.075862970079273	0.023559122978641173	1397.3892884939066	271.0388549713149	-243.13026	47.420162	90.36637	14.2850275	-19.402414	9.540244	12.952944	7.71073	-4.7894416	7.520401	-4.1078367	6.1154037	-3.9488838	6.7933235	-2.4884822	7.9150825	-1.8225925	7.5095463	-1.8641268	7.715924	-4.8531303	7.5878825	-1.4747543	7.122835	1.177197	6.6732273	0.14569795	7.17571	0.9003585	6.701223	0.9729104	5.41465	-2.0283127	5.466442	-2.535989	5.2934895	-0.83612347	5.252039	1.2427226	5.7620897	-0.29980668	4.5777745	-1.5985522	5.36839	-1.6585281	4.0179815	-0.37035447	3.4676683	0.04379728	3.6936345	0.43483773	3.0457785	0.16597545	3.6156824	0.2642116	3.375028	-0.83979815	3.3747456	-0.24262452	3.774866	0.11941892	2.9173782	-0.1582663	3.122611	0.057684075	2.635059	-0.39438823	2.3380303	0.48355573	2.2114432	0.39895958	2.1340175	-0.33209962	1.9959862	-0.2698957	2.2591264	-0.042075332	2.1242633	-0.5211255	2.3630946
classical	0.06374241710170148	0.028593717524979564	1285.3702594238277	358.6336565347274	-296.9269	48.221996	88.3785	18.207262	-12.480435	10.235151	17.721582	6.77348	1.1808362	6.9087353	-2.766504	6.1750655	-1.7311249	5.9844494	0.8632182	5.9565983	1.3974172	6.2415247	0.97464734	8.261196	1.2763524	10.61549	4.178131	10.24333	1.4811068	5.9880276	-3.486438	6.9001184	-2.0088084	6.5470037	1.3066739	5.1899414	0.7470643	5.480249	-1.1510936	4.4169793	-1.8325267	5.27298	1.5068703	4.665755	1.7804061	5.8367147	-0.085078865	3.8741508	-1.64365	4.469032	-0.10107954	3.4617872	0.7694553	3.4103177	-0.28628322	3.4081	0.60775447	2.6758037	0.5929217	3.3199263	-0.98574847	3.225595	0.056440644	3.2566655	0.788988	2.8888972	-0.8437733	2.5115314	-0.7468875	2.683117	0.60083085	2.5169919	0.79870594	2.4331374	0.6086692	2.0156844	0.39923054	1.8227165	-0.4672685	2.1476452	-0.20366685	1.877262	0.43664125	2.2583618
classical	0.0709397507008894	0.022189141863139923	1211.8707246042645	324.3878038319217	-262.2495	44.384605	102.984215	19.912504	-23.265656	12.290041	6.71859	9.785281	-6.0818205	9.209264	-5.0619273	7.9606934	-4.442654	6.9656053	-7.31995	7.1487722	-5.5270777	6.565423	-0.7257808	6.422728	-0.6313973	7.201482	1.768501	8.285244	2.5428603	7.263715	0.5035364	7.394274	0.11681666	6.228549	0.8140859	5.6520824	-0.55257064	5.4891376	-0.80352634	5.238081	-0.4867553	5.3072243	0.8613094	5.4666963	1.0139763	4.660809	0.65042114	4.3716664	-0.6344754	4.2924395	-1.1627504	3.5909343	-0.3470659	3.2818289	0.97242445	3.5236273	1.2202582	3.2740486	0.14181644	3.4534047	-0.7708234	2.8091297	0.48554632	3.1338468	0.3772991	2.6849053	-0.17882754	2.9091363	0.1297074	2.3903058	-0.2884316	2.5766776	0.89914405	2.2493253	0.8697568	2.2764707	-0.54374623	1.9788185	-0.33479387	2.2729907	-0.43175906	2.0799637	-0.25948995	2.4925818
classical	0.0721379845804331	0.022118295617503416	1360.1636476762342	296.69040877380917	-259.4923	49.948654	92.51471	15.36264	-17.365164	9.373576	12.4929085	7.45608	-3.514243	6.931568	-2.940088	7.1370425	-2.0095913	6.177655	-2.5062366	6.2109914	-2.1648214	6.694914	-1.5836213	6.1082406	-3.7648735	6.218784	-0.89098996	6.142739	0.5726639	5.6187696	-0.05191524	5.8602395	0.042866882	5.141125	1.4132127	5.33669	0.4514829	4.6850724	-0.44647732	4.595566	-1.0743637	4.770968	-0.7361853	5.311503	1.0681609	4.1191473	1.8536453	4.0167418	-0.46517867	3.699393	-0.3782963	3.4548023	-0.21557537	3.0515654	0.22836757	3.1862862	0.73634225	2.7098904	-0.4444172	3.2732234	-1.1066906	3.0087397	0.9158226	3.2895422	0.81771845	2.6220925	-0.7624896	2.717149	0.13504377	2.4146717	-0.048651204	2.2717795	0.60688335	2.0506172	0.5774479	1.9023336	-0.40709996	1.9908457	0.0020460465	1.997885	-0.39234844	1.7667747	-0.038318325	2.0753272
classical	0.06086408787703016	0.02578784049513497	1171.477078803794	284.75289052623833	-315.61343	36.42549	99.06443	16.159117	-17.666542	10.191647	16.931158	6.809314	-2.533518	7.3895946	-5.623493	6.5538054	-2.3231254	7.0598645	-2.8660233	7.054273	-1.5880837	7.0605354	-1.4026831	7.2189555	-3.6639032	8.075674	1.296144	8.120943	3.018933	9.087758	2.2167149	8.855826	3.237242	7.848861	2.497993	6.2899566	0.1517865	6.4169393	-2.1548955	6.294457	-0.5523574	5.3915286	1.1634542	5.2698474	-0.40173808	5.3449078	-1.1263626	4.3218894	-0.5732787	4.0542784	-0.21294798	4.493025	0.62358177	3.4811382	0.87222666	3.9880161	-0.083045386	3.6769729	0.8174619	3.4178264	-0.32200953	3.3727248	-0.93640053	2.9542336	-0.10460753	2.5751612	1.4123219	3.0403464	0.7258744	2.4690192	-0.58508587	2.9769526	0.61019105	2.6007996	0.33966783	2.6287358	-0.13442884	2.0746593	0.2634636	2.0297596	-0.19597405	2.039392	-0.105682574	2.5220354
classical	0.07174562246229699	0.02269479152319923	1340.8675515904304	268.0066056087748	-230.92744	42.18417	93.86142	14.333816	-20.567114	10.241687	13.652585	7.5121036	-2.7187757	6.8841357	-1.4155822	6.117109	-2.3131325	5.864838	-4.0207086	6.10029	-3.8869715	6.227005	-1.4853004	5.4232006	-2.3319037	6.512048	0.4274165	7.073189	0.98658097	6.833289	-0.29227766	5.9500847	-1.3602062	6.138261	-0.53550076	5.2403493	0.048735134	4.807843	1.1979896	4.910783	-0.58330655	4.096962	-1.6292512	4.8046546	-0.096819654	4.191378	1.2096386	4.188782	0.76418555	3.4726827	-0.47859576	3.384524	-0.04932793	2.677659	0.93019485	3.3989716	-0.82758534	2.8597941	-0.33091655	2.8373017	0.49061796	2.6770575	0.7122344	2.7289326	-0.35221505	2.6738727	0.09233251	2.4221098	0.8507454	2.136915	-0.618743	2.357466	-0.071738794	2.014333	0.52786964	2.1931455	-0.39584452	1.9083519	0.58529025	1.8864287	0.5926495	2.1209705	-0.78864926	2.1438127
classical	0.048334934503093584	0.01594285572630542	812.1207958821843	224.43253525063645	-363.96356	54.05113	110.03077	18.93887	1.1634848	19.029907	1.6068224	11.761395	-1.2100016	8.085356	-8.380422	8.336819	-9.502359	6.694021	-5.679443	6.9493704	-4.8534975	10.050804	-3.3913338	9.324104	-0.054150175	6.1779766	-0.07754864	8.558732	-3.1949809	6.4175262	-4.574406	5.240415	-3.045662	5.8852334	-4.24029	4.283316	-4.1485257	4.330735	-1.1426314	5.1635222	-0.9711144	5.4820747	-1.8492459	4.5343785	-0.8156709	4.5179462	1.2286918	3.92216	0.48391032	4.124871	-1.2552767	3.282478	-1.2466302	2.558747	-0.5658163	2.9027174	-0.42824608	2.692567	-0.88945407	2.8467088	-0.17952651	2.873645	0.13966912	2.767421	0.24892052	2.642335	-0.01945912	2.0594883	-1.3967485	2.3697536	-0.9083676	2.0948768	-0.1628884	1.9098043	-0.28573403	2.1234674	-0.09053859	1.765659	0.19625159	2.169177	0.14899285	1.9956437	0.003218153	2.2401276
classical	0.041281857236078884	0.01051513500307157	715.8536806386724	210.07095583551614	-408.9991	28.67279	118.92674	15.92652	9.314743	11.576646	8.486863	7.7766256	-0.47963032	6.5444884	-4.7889943	6.608011	-3.358509	7.137434	-6.0226417	5.6672506	-4.109134	7.2303166	-4.030536	6.0630174	-1.2315639	7.9477787	0.04954969	9.027102	-0.45907992	5.8520293	-0.77208954	6.022805	-1.4513276	5.6836996	-1.6842557	4.561792	-2.1495261	5.195897	-2.1635644	4.890627	-2.547469	4.4277105	-1.7491302	4.193987	-0.24268466	3.9802291	-0.013268667	4.6798406	-0.3783529	3.9514735	-0.4812733	3.5988789	-0.97382486	2.8722918	-1.6906196	2.8176847	-0.7183546	2.7898145	0.06439816	2.4820645	-0.6164132	2.6639087	-0.9371808	2.6187732	-0.099787734	2.4779754	0.33376434	2.2714396	-0.9421856	2.0958664	-0.7280726	2.4052582	0.07808308	1.9447088	-0.146767	1.8751564	0.11466936	1.7786558	0.19258812	1.9687546	0.14154361	1.8053749	-0.28430825	2.1380577
classical	0.05208824258023975	0.01909796522325295	790.5070052979679	180.08964226711484	-348.3374	41.356884	116.51049	15.431041	-3.964022	17.349037	0.47523257	9.04295	-1.6703675	10.876714	-7.219565	9.691636	-6.018176	8.832951	-2.551152	8.148359	-2.0526059	10.474443	-3.5662181	7.6556835	-3.7120984	8.663678	-4.3741803	10.129367	-3.042338	7.4048624	-2.491	6.157571	-2.2069492	5.3269634	-3.0627792	4.8807235	-2.2168233	5.377724	-1.1335411	4.8232927	-2.5909426	4.7897425	-2.0091412	4.734099	-0.8985557	4.5678625	-0.103430495	4.284621	-0.32241213	3.9801488	-0.86427593	3.7073324	-1.500966	2.827245	-0.8772268	3.097396	-0.030434629	3.0180502	-0.72998214	3.0268412	-0.25057378	2.882997	0.11781652	2.8403912	-0.3668488	2.7535	-0.44478342	2.4142969	-0.7404449	2.1687558	0.09030093	2.3917277	-0.38031426	2.1400864	-0.35970646	2.3036535	0.28380957	2.311764	-0.12704873	2.113044	-0.31969327	1.9185394	0.19081523	2.1035156
classical	0.03153360341744006	0.011243151780790554	973.5355866616919	306.92917788960494	-418.09067	52.84618	93.51805	24.910257	5.455362	14.957958	19.063023	7.622504	4.4969373	7.1502037	1.5332456	7.3569303	0.57332146	7.3640585	-2.8759973	6.7137227	0.15903538	5.85773	1.1166391	5.0414047	1.0353268	4.936574	1.5204302	4.46677	2.6231492	4.217085	2.246736	4.1151147	1.2984958	4.0020747	1.5314882	3.606488	1.1679798	3.496129	0.82538944	3.3093765	0.80438596	3.2052608	1.0341334	3.1293368	0.75008005	2.8593376	0.62978554	2.8156807	0.2869894	2.5791235	0.27247313	2.5447342	0.31845462	2.4208646	-0.08519208	2.2791357	-0.14039247	2.288225	-0.11709843	2.096141	0.08529606	1.9946598	-0.13897632	1.9494333	-0.13901475	1.8336803	0.19191228	1.7240489	-0.115970254	1.6513683	-0.32513702	1.6335751	-0.23603494	1.5809056	0.11568123	1.5991696	-0.24246746	1.4128901	0.0832735	1.4534386	0.15023266	1.4038395	-0.045753837	1.5171988
